timestamp,consent,a_1_student_id,a_2_gender,a_3_class_group,b_1_i_enjoyed_the_course,b_2_classes_started_and_ended_on_time,b_3_participative_learning_environment,b_4_subject_content_delivered_according_to_course_outline_and_my_expectations,b_5_topics_were_clear_and_logically_developed,b_6_developed_my_oral_and_writing_skills,b_7_developed_my_reflective_and_critical_reasoning_skills,b_8_the_assessment_methods_assisted_me_to_learn,b_9_received_relevant_feedback,b_10_read_recommended_readings_and_notes,b_11_used_the_elearning_material_posted,c_1_principles_of_business_intelligence_and_the_dataops_philosophy,c_2_data_engineering_and_data_analytics,c_3_dashboarding_for_business-facing_and_customer-facing_analytics,c_4_regression_and_classification,c_5_clustering_and_association_rule_mining,c_6_serving_ml_models_through_a_restish_api_using_flask_in_python,c_7_time-series_analysis_time-series_forecasting_and_neural_networks,c_8_natural_language_processing,d_1_python_as_a_programming_language,d_2_vs_code_and_pycharm_for_coding_in_python,d_3_r_as_a_programming_language,d_4_r_studio_for_coding_in_r,d_5_jupyter_notebook_for_documenting_data_analytics_and_predictive_modelling_workflows,d_6_git_and_github,d_7_docker_for_containerization,d_8_power_bi_for_data_visualization,d_9_dbeaver_and_datagrip_for_data_management,d_10_postman_for_api_testing,d_11_flask_and_gunicorn_for_serving_ml_models,d_12_joblib_for_serialization_and_deserialization_of_models_as_pickle_files,d_13_slack_for_casual_communication_with_a_data_team,e_1_group_work,e_2_quizzes_at_the_end_of_each_module,e_3_lab_manuals,e_4_required_lab_work_submissions_at_the_end_of_each_module,e_5_labs_that_require_you_to_use_git_to_work_in_a_team_as_opposed_to_working_alone,e_6_labs_that_have_hidden_bonus_marks_or_advanced_level_submissions_for_extra_marks_in_addition_to_the_baseline,e_7_supplementary_videos_to_watch_as_an_additional_explanation_of_a_topic,e_8_supplementary_content_to_read,e_9_lecture_slides_used_during_the_class,e_10_lecture_notes_on_some_of_the_lecture_slides,e_11_the_quality_of_the_lectures_given,e_12_the_separation_of_theory_during_virtual_classes_and_practicals_during_in-person_classes,f_1_In_your_opinion_which_topics_(if_any)_should_be_added_to_the_Business_Intelligence_I_and_II_curriculum,f_2_In_your_opinion_which_topics_(if_any)_should_be_removed_from_the_Business_Intelligence_I_and_II_curriculum,f_3_Write_at_least_two_things_you_liked_about_the_teaching_and_learning_in_this_course,f_4_Write_at_least_one_recommendation_to_improve_the_teaching_and_learning_in_this_course_(for_future_classes),average_course_evaluation_rating,sentiment,average_level_of_learning_attained_rating,average_level_of_skills_and_competencies_rating,average_pedagogical_strategy_effectiveness_rating,absenteeism_percentage
06-11-25 11:57,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",45,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,"In my opinion, the Business Intelligence I and II curriculum could be enhanced by including more practical and emerging topics that reflect current trends in data-driven decision-making. For example:

Data Visualization and Storytelling Tools – Hands-on training with tools like Power BI, Tableau, or Looker to help students communicate insights effectively.

Big Data Analytics – Understanding how to process and analyze large-scale datasets using modern platforms like Hadoop or Spark.

Machine Learning for Business Insights – Introducing predictive analytics, classification models, and AI integration for real-world business forecasting.

Cloud-Based BI Solutions – Exposure to BI tools on AWS, Google Cloud, or Azure to understand how organizations are migrating analytics to the cloud.

Data Governance and Ethics – Discussing data privacy, compliance (e.g., GDPR), and responsible use of business data.","In my opinion, some of the basic theoretical or overly introductory topics could be reduced or removed from the Business Intelligence I and II curriculum to make room for more practical, hands-on learning. For example, the extended coverage of traditional database concepts (like basic SQL operations or data warehousing theory) could be shortened, since these are usually covered in earlier courses.","1.I liked how the course combined both theoretical and practical aspects of Business Intelligence, allowing me to understand concepts and then apply them in real-world scenarios.

2.The lecturer’s clarity and engagement made complex topics easier to grasp, and the use of practical exercises and class discussions helped reinforce understanding.",1.I recommend including more hands-on projects and case studies using real datasets and BI tools. This would help students better understand how Business Intelligence is applied in real business environments and strengthen their practical skills.,5,positive,4.125,4.7692,5,8.7
06-11-25 11:58,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",46,Female,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,4,3,3,4,5,5,4,3,3,3,3,5,5,5,4,4,5,4,5,5,5,5,4,5,None,None,#NAME?,None at the moment. Everything is okay so far.,5,positive,4.375,3.8462,4.6667,13.04
06-11-25 11:58,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",47,Male,Group C,4,5,4,4,5,3,3,3,3,4,3,4,3,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,2,4,2,3,3,3,4,4,4,4,4,3,4,5,4,3,BI and Emerging technologies such as AI and blockchain,None,"The consistency was good from the lecturer which was engaging, the labs and groups work was useful",To be taken to career industry and career talks,3.7273,negative,3.5,3.3077,3.75,8.7
06-11-25 11:59,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",48,Female,Group C,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,2,5,5,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,I think it's okay as it is,All topics have been helpful,"I like the structure and how each module kind of builds on the previous. I enjoy the different learning methods i.e labs, quizzes and group work",A known certification associated with the unit would be nice,4.7273,positive,4.625,4.6923,5,17.39
06-11-25 11:59,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",49,Female,Group C,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,"Good explanations of points 
Clear points",Less slides on notes,4,neutral,4,5,5,26.09
06-11-25 12:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",50,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,The content is more than enough unless for further studies,they are all useful,the interaction with Git was really nice and learning about tools,maybe shortening of slides,5,positive,4.875,4.6923,4.75,13.04
06-11-25 12:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",51,Male,Group C,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,more on python,none,it was very interactive and very well taught,it is okay,3.9091,neutral,3,3.9231,4,4.35
06-11-25 12:02,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",52,Male,Group C,1,5,3,2,3,2,1,1,2,3,3,4,4,4,4,4,1,4,1,3,3,4,4,1,4,4,4,1,1,1,1,1,5,5,5,2,2,2,1,4,1,1,2,2,None. The content is already a lot,None,quizes and practical assignments,The knowledge provided in this Unit is unbelievably excess,2.3636,negative,3.25,2.4615,2.6667,33.33
06-11-25 12:02,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",53,Male,Group C,5,5,5,5,5,4,5,4,4,1,5,4,3,4,4,4,3,4,3,5,5,2,1,4,5,5,4,2,2,3,3,2,5,4,5,5,5,5,5,3,4,4,4,5,The content satisfactory,None,"Getting hands on with the labs
Getting to create and use the models",Less bulky content,4.3636,neutral,3.625,3.3077,4.5,8.7
06-11-25 12:02,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",54,Male,Group C,3,5,5,4,5,5,5,5,5,4,2,4,5,4,5,5,5,3,5,5,5,2,2,5,5,5,3,1,5,4,4,4,5,4,5,4,5,5,5,3,5,4,4,3,introduction to Kubernetes,,labs and the different levels and bonus marks,break the units into smaller chuncks so that the slides are not so long .,4.3636,neutral,4.5,3.8462,4.3333,13.04
06-11-25 12:04,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",55,Male,Group C,4,5,5,5,5,3,4,5,4,2,5,3,3,3,3,4,3,5,3,4,5,2,2,4,5,2,2,3,2,2,2,4,5,5,5,5,5,4,3,2,5,3,2,2,NA,NA,"the labs had notebooks where we could learn from, Real life applications",The slides are too bulky making it discouraging to read,4.2727,neutral,3.375,3,3.8333,21.74
06-11-25 12:04,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",56,Male,Group C,3,3,3,3,4,2,3,2,3,3,3,4,4,3,4,4,2,4,3,3,5,4,5,5,4,5,4,4,4,4,5,4,4,5,4,4,3,4,4,4,5,4,4,5,None,None,"Timeliness, group work",Less difficult cats,2.9091,negative,3.5,4.3077,4.1667,13.04
06-11-25 12:04,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",57,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,3,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,4,5,5,5,5,5,4,4,5,5,4,4,Learning more on postman,None,"How to predict stocks
Visualization of data",Using r studio,5,positive,4.25,4.5385,4.5833,17.39
06-11-25 12:05,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",58,Female,Group C,3,5,4,5,5,3,4,5,4,4,4,4,4,3,3,4,2,3,1,2,4,3,3,4,5,1,3,1,1,1,1,3,4,3,5,4,4,5,2,1,4,4,3,4,"None, everything is okay",Natural Language Processing,"The lab instructions
The group works
The practical examples used.
The journals",To reduce the content a bit,4.1818,neutral,3,2.4615,3.5833,4.35
06-11-25 12:05,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",59,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,3,4,3,4,4,3,3,4,5,3,5,3,5,3,3,4,5,5,5,5,5,4,5,4,5,5,5,5,More depth into Power BI,N/A,"Quizzes at the end of each module.
Labs for each module.",Some form of certification after completing the course.,5,positive,4,3.7692,4.8333,8.7
06-11-25 12:05,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",60,Male,Group C,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,5,3,5,5,4,4,4,4,4,5,3,3,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,None in my opinion,All are perfectly developed in the curriculum,Participative class and involving labs,Shorter documents as slides,4.9091,positive,4.375,3.9231,5,17.39
06-11-25 12:06,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",61,Female,Group C,4,5,5,5,5,4,5,5,5,5,5,4,3,4,3,3,3,3,3,4,4,4,4,3,4,3,4,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,N/A,N/A,"1. Practical Application of Concepts: I liked that the course didn’t just focus on theory but also emphasized hands-on learning. Using real-world datasets and BI tools allowed me to see how concepts like data visualization, dashboards, and reporting apply directly to business decision-making.
2.Interactive Learning Environment: I appreciated how the teaching encouraged interaction through discussions, case studies, and group projects. This approach helped me understand complex topics like data analytics, predictive modeling, and KPIs more effectively because I could learn from both the lecturer and my peers.",N/A,4.8182,positive,3.25,3.6154,5,13.04
06-11-25 12:06,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",62,Female,Group C,5,5,5,5,5,2,5,4,4,5,5,3,4,5,4,5,3,5,4,3,3,3,3,3,4,4,5,2,2,4,3,3,5,5,5,4,4,5,5,5,5,5,5,5,It's okay,None,"The group works
The content",Please the notes are alot and if it's a sitin cat if alot is covered kindly consider open book cats.,4.5455,neutral,4.125,3.2308,4.8333,4.35
06-11-25 12:06,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",63,Male,Group C,4,5,5,5,5,3,5,5,5,5,5,4,4,4,4,4,4,3,2,4,5,3,3,4,5,3,3,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,The ones that are there are already enough,None,It is very practical. Every topic had a lab.,There is so much content in this unit as a whole and the theory becomes hard to grasp,4.7273,positive,3.625,3.6154,5,25
06-11-25 12:07,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",64,Female,Group C,5,5,5,5,5,3,5,5,5,3,5,5,4,4,3,5,5,5,4,3,4,3,2,3,4,2,2,1,4,4,3,5,4,5,4,4,4,4,5,4,5,5,5,4,None. The topics that are already there are quite exhaustive and cover pretty much what I thought entailed BI,Regression and classification. The module was quite hard to understand especially the different types of Regression models,"The material was delivered well. Like even though some topics were quite hard to understand the lecturer explained the content well without assuming we knew stuff.
The assignments given were good. Like they were comprehensive enough buy not too stressful to do
",The answers for the quiz should be provided after like we've done them for revision purposes,4.6364,positive,4.375,3.0769,4.4167,0
06-11-25 12:07,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",65,Male,Group C,3,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,None,None,It was more of practical than theory,To reduce the contents of the notes the pages are too much,4.7273,positive,4,4.0769,4,8.7
06-11-25 12:09,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",66,Male,Group C,4,4,4,4,4,3,4,5,5,3,4,5,4,5,4,5,4,5,4,5,5,4,3,5,5,5,5,4,4,4,5,4,4,3,4,3,4,5,5,5,3,3,4,4,data governance,"none , i think all topics are appropriate to this level","The labs were engaging 
The classes were lively
",take away assignments,4,neutral,4.5,4.4615,3.9167,17.39
06-11-25 12:11,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",67,Male,Group C,3,5,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,I am content,Null,"It was vast and informative 
It exposed me to very interesting knowledge",Less slides,4.0909,neutral,3,3.3846,4,17.39
06-11-25 12:14,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",68,Male,Group C,4,5,5,5,3,3,4,4,4,5,5,5,5,5,4,5,4,4,4,3,3,2,2,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,None,None,Interactive and Engaging,None,4.2727,neutral,4.5,3.0769,3.1667,17.39
06-11-25 12:17,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",69,Female,Group C,4,5,5,5,5,4,4,4,5,5,5,3,4,3,4,4,3,5,4,3,5,4,5,5,4,3,4,5,4,4,5,5,5,4,5,5,4,5,5,4,5,5,4,5,I feeel like databases and any information concerning databases,none,"I liked that it was more practical it keeps the unit interesting other than learning theory online
I liked that the lecturer had a lot of course work for us that will help boost our grades","I feel like for this unit it should be held in parts of the school where the WIFI is 
stable",4.6364,positive,3.75,4.3077,4.6667,33.33
06-11-25 12:17,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",70,Male,Group C,5,5,5,4,5,5,4,5,4,4,5,5,5,3,4,5,5,5,4,5,5,3,3,4,4,3,4,3,4,5,5,4,5,5,5,4,4,4,5,5,5,5,4,5,I think the course exceeded my expectations and I'm really happy with the topics,None in my opinion,"I loved that most of these concepts were tied down to a real world application 

I also liked that the lecturer created pre-designed labs to help us understand a concept, before attempting it on our own",Breaking down of topics with many slides will help. I think the brain gets drained when we see very many slides on one topic alone,4.6364,positive,4.5,4,4.6667,21.74
06-11-25 12:17,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",71,Male,Group C,4,5,5,5,5,4,5,5,5,5,3,4,4,5,4,4,4,5,5,4,4,3,3,5,4,4,5,3,3,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,"More labs for Power BI in regard to using DAX Functions and quick measure, Power Query + scripting module, which would be a useful dashboarding skill for aspiring data analysts. More lab explanations on Docker and its practical implementation, with the use of LLMs.","Heavy OLAP cube design (multi-week focus on MOLAP/ROLAP) and Deep theoretical proofs in data warehousing (formal normalisation proofs, algorithmic complexity proofs) and technologies like Apache Kafka.","Clear and structured presentation of complex information, making it easier to understand key concepts and data.
","More Interactive classes with an emphasis on visual aids to explain complex topics, e.g., videos, Case studies, and real-life applications of the technologies and tools, and their relevance. Practical focus on real-world applications and strategic insights, which helps connect theory to actionable outcomes.",4.6364,positive,4.375,3.8462,4.25,17.39
06-11-25 12:18,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",72,Female,Group C,5,5,5,4,5,4,5,5,4,4,3,4,4,3,4,3,3,4,4,4,5,3,3,4,4,3,4,3,3,4,4,3,5,4,5,5,4,4,4,4,5,5,4,5,I think I'm satisfied with the curriculum,N/A,"The videos we watched explaining how some of the concepts we learn are implemented in the real world
I also liked the topic on time series forecasting, and the use case we focused on: the stock market.","For topics with large content, it would be better to break down the slides. Reading notes from more than 200 slides can be daunting mentally.",4.4545,neutral,3.625,3.6154,4.5,13.04
06-11-25 12:19,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",73,Male,Group C,4,4,5,5,5,4,5,4,5,4,5,3,3,3,3,3,3,4,3,5,3,2,2,2,3,2,3,3,2,2,2,1,4,4,3,3,4,3,5,4,5,5,5,4,Data Science if it were to be condensed into a singular topic,None,"1. The lecturer was quite graceful in explaining different topics and the required lab work.
2. The lab work was a bit hectic. Trying to go through each module while simultaneously covering theoretical practices was difficult.",Lab submissions should be made a little easier for the next groups.,4.5455,neutral,3.125,2.4615,4.0833,8.7
06-11-25 12:19,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",74,Female,Group C,2,4,5,4,5,4,4,5,4,4,4,3,3,3,2,3,4,4,2,3,3,4,4,2,3,2,3,2,2,2,2,3,4,5,4,5,3,3,4,3,5,5,4,4,NA,NA,I liked that the lecturer would stop during the lecture and ask questions to the students. I also liked that we had quizzes at the end of each module.,NA,4.0909,neutral,3,2.6923,4.0833,17.39
06-11-25 12:26,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",75,Male,Group C,4,5,4,5,5,3,3,5,4,2,4,1,3,2,3,4,4,4,3,4,5,3,5,3,5,1,3,2,2,2,3,3,5,5,3,4,4,1,1,3,2,2,4,5,"A separate application topic that links all the topics to real life jobs, rather than the end of every topic or in-between.Should not be examinable but should give the learner a more focused topic on how a topic can be used outside learning (reducing forgetfulness)",N/A,"1. Having the online class as the teaching class and the physical class as the practical class. (Helps enhanced understanding since any problem would be instantly helped and you usually repeat what you said in the online class as you show it practically)
2. The labs were a good source of understanding","Less slides, a manageable amount for reading for exams should probably be released at the end of the semester",4,neutral,3,3.1538,3.25,21.74
06-11-25 12:32,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",76,Male,Group C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,None in mind,None in mind,The lab exposure,None to comment,3,negative,3.125,3.0769,3.75,0
06-11-25 12:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",77,Male,Group A,4,5,4,5,3,4,5,3,4,5,5,5,3,2,2,4,3,5,5,4,5,2,4,5,5,2,1,1,4,4,1,5,5,5,5,5,5,5,1,1,5,4,5,4,"Automation, Cybersecurity, ethics, data privacy, Convolutional neural network, Machine Learning, Penetration Testing","Relational Database, Non relational Database","The Quizs, The Coding part","Reduce the Notes Pleaaseeee!!!!! A lot of Content 
you can imagine 200-300 slides to read, this is a bit much 

Also To Teach us how code or explain the Lab submission Requirement 
",4.2727,neutral,3.625,3.3077,4.1667,0
06-11-25 13:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",78,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Advanced Querying and Data Modeling,N/A,"Hands-on, Practical Learning, Clear Guidance and Structured Content",Include more real-world case studies or industry-based projects,5,positive,5,5,5,8.7
06-11-25 13:01,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",79,Female,Group C,3,4,4,4,3,3,4,4,3,3,4,4,3,2,3,4,3,3,3,3,4,3,3,2,4,4,4,3,3,3,3,5,5,4,3,4,5,5,3,3,3,3,3,4,Not any I know of,"None, all seem relevant for now",I liked the group work and the github collaborations for lab assignment,The number of slides tends to feel very overhwhelming.,3.5455,negative,3.125,3.3846,3.75,13.04
06-11-25 13:07,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",80,Female,Group C,4,4,4,5,5,4,3,4,4,3,4,5,4,4,4,3,4,3,3,3,4,4,3,4,4,3,5,3,3,3,3,4,5,5,5,3,4,4,3,3,4,4,3,4,None from me,The curriculum is okay,Group work and assignments,None from me,4,neutral,3.75,3.5385,3.9167,21.74
06-11-25 13:19,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",81,Female,Group C,4,5,5,5,5,5,4,5,4,4,5,5,4,3,3,4,3,3,3,3,3,5,5,4,5,4,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,AI,Forecasting,The many course materials and coursework that helped deepen understanding,None,4.6364,positive,3.5,4.1538,5,17.39
07-11-25 12:21,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",82,Male,Group B,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,3,5,4,5,5,4,5,5,4,5,5,5,5,NA,No,Practical Application in NVDIA stock,.,4.6364,positive,4.875,4.6154,4.75,25
07-11-25 12:22,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",83,Male,Group B,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,I think everything was covered,None,"The lec planned his lessons really well 
The notes were descriptive enough to understand the unit",Maybe try lessen some of the notes.,2.9091,negative,3,2.3846,2.9167,10
07-11-25 12:22,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",84,Male,Group B,4,5,5,5,5,4,4,5,5,4,5,4,5,5,5,4,5,5,4,3,4,4,4,3,5,5,4,4,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,none,none,content delivery / further reading documents,none as for now,4.6364,positive,4.625,3.8462,5,30
07-11-25 12:23,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",85,Male,Group B,3,5,3,5,3,5,3,5,5,3,3,4,3,4,4,4,4,4,4,5,4,5,5,5,5,3,5,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,4,3,No idea,No idea,"Lab work
data analysis
docker,apis",Less assignments makes the unit hectic,3.9091,neutral,3.875,3.7692,3.0833,35
07-11-25 12:23,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",86,Female,Group B,4,5,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,2,2,3,5,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,i have none tto suggest,none,standard to my career path,the teaching was okay,4.4545,neutral,4,3.4615,4,20
07-11-25 12:23,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",87,Female,Group B,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,2,3,2,2,4,4,2,3,1,3,1,1,4,2,5,5,5,2,3,3,2,4,4,4,4,None,None,The work was well explained and I understood it. The notebooks were good way to learn the implementation.,None,5,positive,4.625,2.4615,3.5833,10
07-11-25 12:24,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",88,Male,Group B,4,5,4,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,3,4,1,4,3,4,5,4,2,2,4,4,4,5,5,4,4,5,4,5,5,5,5,4,4,Dashboarding should be taught in Business Intelligence II than I,Regression should be removed from BI I,The lecturer explained extensively all the topics and guided during the lab assignments.,More of lab tutorials,4.4545,neutral,5,3.3846,4.5833,30
07-11-25 12:24,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",89,Female,Group B,5,5,4,3,3,3,3,3,5,5,5,4,2,4,2,5,3,4,4,4,3,3,2,4,4,1,5,2,4,4,1,2,4,5,4,3,4,4,4,3,5,5,4,4,I don't have any recommendations.,"Not removed, but made easier to learn is data engineering, especially using Docker.",I liked the end-of-module quizzes and the lab assignments,To have the end of topic journals,4,neutral,3.5,3,4.0833,30
07-11-25 12:24,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",90,Male,Group B,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,4,4,5,5,5,3,3,3,5,5,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,Data Sciece,none,Course delivery by the lecturer the way we separate theory and practical classes,More introduction to new Tools and softwares.,4.7273,positive,4.75,3.6923,4.9167,30
07-11-25 12:24,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",91,Female,Group B,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None at the moment,None all were relevant,"The course was taught extensively
The course allowed me to have hands on experience through lab work",None at the moment,5,positive,5,5,5,20
07-11-25 12:25,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",92,Female,Group B,4,5,4,5,4,4,5,5,5,5,5,5,3,5,3,5,4,4,5,4,5,2,2,3,5,3,4,2,3,4,3,3,3,4,3,3,3,4,4,3,5,5,3,3,N/A,Sijui,"classes start and end on time 
The lectures are well taught",I have none,4.6364,positive,4.25,3.3077,3.5833,20
07-11-25 12:25,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",93,Male,Group B,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,5,5,4,4,5,5,3,4,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,Transformers should be added as a separate focused topic.,None.,I enjoyed the labs and the quizzes,"Some of the tools did not run properly on school laptops, If this could be addressed for all future students, it would greatly improve the unit reception.",4.9091,positive,4,4.2308,5,20
07-11-25 12:25,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",94,Male,Group B,4,4,4,3,2,2,3,3,4,2,4,4,4,4,3,3,3,3,3,4,4,3,2,5,2,3,5,1,4,2,5,2,4,4,3,2,3,3,2,2,5,3,2,3,"Deep learning, Ethical AI and Data Governance, Cloud-Based BI Tools and Platforms",,"Emphasis on Hands-on Projects, Integration of Business Context",Replace a traditional final exam or large individual project with a team-based capstone project where students treat an instructor-provided dataset/scenario as a client request,3.1818,negative,3.375,3.2308,3,14.29
07-11-25 12:25,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",95,Male,Group B,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,3,3,4,4,3,4,connecting BI with cloud such as AWS,R notebooks,The balance between theory and practical lab sessions. The instructor’s clear explanations.,Include more project-based assessments or group case studies using real business datasets,4.6364,positive,5,4.5385,4.25,24
